Position,P0_A,P0_C,P0_G,P0_T,P0_Coverage,P0_Entropy,P5_A,P5_C,P5_G,P5_T,P5_Coverage,P5_Entropy,P7_A,P7_C,P7_G,P7_T,P7_Coverage,P7_Entropy,P10_A,P10_C,P10_G,P10_T,P10_Coverage,P10_Entropy,P15_A,P15_C,P15_G,P15_T,P15_Coverage,P15_Entropy,P18_A,P18_C,P18_G,P18_T,P18_Coverage,P18_Entropy,P20_A,P20_C,P20_G,P20_T,P20_Coverage,P20_Entropy,R2_P20_A,R2_P20_C,R2_P20_G,R2_P20_T,R2_P20_Coverage,R2_P20_Entropy,R3_P20_A,R3_P20_C,R3_P20_G,R3_P20_T,R3_P20_Coverage,R3_P20_Entropy,R4_P20_A,R4_P20_C,R4_P20_G,R4_P20_T,R4_P20_Coverage,R4_P20_Entropy,Group
500,99.65,0.07,0.24,0.04,182490,0.04,99.72,0.08,0.15,0.05,231283,0.03,99.8,0.07,0.11,0.01,22041,0.02,99.68,0.1,0.16,0.06,21435,0.04,99.74,0.08,0.13,0.05,23051,0.03,99.66,0.04,0.21,0.08,14322,0.04,99.67,0.09,0.2,0.05,149605,0.04,99.7,0.07,0.18,0.04,262143,0.03,99.78,0.08,0.12,0.02,25292,0.03,99.71,0.07,0.18,0.04,227990,0.03,R1_Ribp_UVm
501,0.19,0.37,0.26,99.18,182169,0.08,0.23,0.28,0.27,99.22,230936,0.08,0.16,0.18,0.13,99.53,22012,0.05,0.1,0.27,0.15,99.48,21416,0.05,0.13,0.19,0.17,99.51,23027,0.05,0.11,0.23,0.17,99.48,14288,0.05,0.25,0.3,0.31,99.14,149345,0.09,0.2,1,0.28,98.52,261729,0.13,0.12,0.19,0.15,99.54,25242,0.05,0.21,0.26,0.3,99.23,227642,0.08,R1_Ribp_UVm
502,0.07,99.82,0.03,0.08,182135,0.02,0.09,99.85,0.03,0.04,230895,0.02,0.05,99.87,0.03,0.05,21979,0.02,0.04,99.87,0.02,0.07,21387,0.02,0.08,99.86,0,0.06,22980,0.02,0.05,99.84,0.01,0.11,14263,0.02,0.08,99.81,0.04,0.06,149323,0.02,0.07,99.85,0.03,0.05,261612,0.02,0.06,99.83,0.04,0.08,25184,0.02,0.08,99.83,0.03,0.06,227581,0.02,R1_Ribp_UVm
503,0.08,99.66,0.07,0.19,181747,0.04,0.1,99.71,0.07,0.12,230464,0.03,0.05,99.89,0.02,0.05,21912,0.01,0.06,99.86,0,0.08,21330,0.02,0.06,99.85,0.03,0.07,22910,0.02,0.03,99.89,0.01,0.07,14231,0.01,0.09,99.7,0.07,0.15,149050,0.03,0.08,99.72,0.06,0.14,261115,0.03,0.06,99.86,0.01,0.07,25111,0.02,0.09,99.7,0.06,0.15,227200,0.03,R1_Ribp_UVm
504,99.75,0.03,0.18,0.03,182186,0.03,99.82,0.04,0.11,0.02,231037,0.02,99.89,0.04,0.06,0.01,21871,0.01,99.79,0.04,0.14,0.03,21303,0.02,99.79,0.05,0.11,0.04,22881,0.02,99.78,0.03,0.15,0.04,14191,0.03,99.75,0.04,0.17,0.04,149463,0.03,99.78,0.04,0.14,0.04,261710,0.03,99.79,0.04,0.12,0.05,25074,0.02,99.78,0.03,0.15,0.04,227711,0.03,R1_Ribp_UVm
505,99.5,0.13,0.25,0.12,182111,0.05,99.56,0.12,0.22,0.1,230946,0.05,99.78,0.05,0.13,0.04,21830,0.03,99.75,0.03,0.16,0.05,21265,0.03,99.8,0.03,0.14,0.02,22847,0.02,99.77,0.01,0.18,0.04,14171,0.03,99.5,0.14,0.24,0.11,149417,0.05,99.6,0.12,0.18,0.1,261582,0.04,99.79,0.03,0.15,0.03,25018,0.02,99.53,0.13,0.24,0.1,227641,0.05,R1_Ribp_UVm
506,0.18,0.02,99.75,0.04,182049,0.03,0.08,0.03,99.85,0.04,230864,0.02,0.07,0.01,99.89,0.02,21793,0.01,0.1,0.01,99.88,0.01,21242,0.01,0.07,0.02,99.91,0.01,22819,0.01,0.07,0,99.91,0.02,14135,0.01,0.1,0.02,99.84,0.04,149374,0.02,0.1,0.02,99.85,0.03,261480,0.02,0.13,0.01,99.85,0.01,24971,0.02,0.09,0.03,99.84,0.04,227574,0.02,R1_Ribp_UVm
507,0.23,0.02,99.7,0.04,181970,0.03,0.12,0.02,99.82,0.03,230768,0.02,0.08,0.02,99.86,0.04,21762,0.02,0.15,0.01,99.8,0.04,21188,0.02,0.08,0,99.89,0.03,22779,0.01,0.05,0.01,99.87,0.08,14106,0.02,0.14,0.02,99.8,0.04,149324,0.02,0.11,0.02,99.83,0.04,261336,0.02,0.14,0.01,99.81,0.04,24935,0.02,0.13,0.02,99.81,0.04,227494,0.02,R1_Ribp_UVm
508,0.22,0.03,99.72,0.03,181855,0.03,0.09,0.03,99.85,0.03,230673,0.02,0.12,0.01,99.83,0.03,21732,0.02,0.07,0.03,99.88,0.03,21148,0.02,0.08,0.03,99.87,0.02,22744,0.02,0.06,0.01,99.89,0.05,14062,0.01,0.12,0.02,99.82,0.04,149269,0.02,0.12,0.02,99.83,0.03,261169,0.02,0.1,0.02,99.85,0.04,24893,0.02,0.11,0.03,99.83,0.03,227406,0.02,R1_Ribp_UVm
509,0.16,0.02,99.79,0.03,181773,0.02,0.09,0.02,99.86,0.03,230602,0.02,0.05,0.02,99.92,0.02,21695,0.01,0.09,0.01,99.88,0.02,21137,0.01,0.08,0.01,99.91,0,22702,0.01,0.06,0.04,99.84,0.05,14041,0.02,0.1,0.02,99.84,0.03,149226,0.02,0.1,0.02,99.85,0.03,261068,0.02,0.09,0.01,99.87,0.03,24848,0.02,0.09,0.02,99.87,0.03,227350,0.02,R1_Ribp_UVm
510,0.16,99.56,0.06,0.22,181675,0.05,0.17,99.63,0.06,0.14,230526,0.04,0.05,99.83,0.01,0.12,21681,0.02,0.12,99.66,0.01,0.2,21122,0.04,0.05,99.83,0.01,0.11,22661,0.02,0.04,99.81,0.01,0.14,14018,0.02,0.18,99.58,0.06,0.18,149157,0.04,0.15,99.6,0.07,0.18,260971,0.04,0.07,99.8,0.03,0.1,24826,0.02,0.16,99.63,0.06,0.15,227250,0.04,R1_Ribp_UVm
511,99.69,0.03,0.23,0.06,181574,0.03,99.77,0.02,0.18,0.03,230422,0.03,99.76,0.02,0.21,0.01,21652,0.03,99.78,0,0.2,0.02,21103,0.02,99.85,0.02,0.07,0.05,22634,0.02,99.71,0.03,0.2,0.06,14001,0.03,99.73,0.02,0.22,0.04,149094,0.03,99.79,0.02,0.15,0.04,260788,0.02,99.7,0.03,0.23,0.04,24788,0.03,99.77,0.03,0.16,0.04,227155,0.03,R1_Ribp_UVm
512,0.15,0.1,99.7,0.04,181022,0.03,0.1,0.1,99.74,0.05,229748,0.03,0.07,0.01,99.91,0.01,21634,0.01,0.08,0,99.89,0.03,21085,0.01,0.08,0.01,99.89,0.02,22614,0.01,0.06,0.01,99.92,0.01,13992,0.01,0.11,0.12,99.72,0.05,148673,0.03,0.11,0.1,99.75,0.04,260080,0.03,0.09,0.01,99.88,0.02,24759,0.01,0.11,0.11,99.73,0.05,226581,0.03,R1_Ribp_UVm
513,0.05,0.19,0.03,99.73,181521,0.03,0.03,0.14,0.04,99.79,230373,0.02,0.03,0.03,0.03,99.91,21606,0.01,0.03,0.13,0.02,99.81,21055,0.02,0.03,0.06,0.04,99.88,22583,0.02,0.05,0.12,0.08,99.75,13975,0.03,0.04,0.15,0.03,99.77,149096,0.03,0.03,0.12,0.03,99.82,260725,0.02,0.03,0.12,0.05,99.8,24721,0.02,0.05,0.12,0.03,99.8,227138,0.02,R1_Ribp_UVm
514,0.12,0.02,99.85,0.02,181453,0.02,0.07,0.02,99.89,0.03,230302,0.01,0.06,0,99.92,0.02,21589,0.01,0.11,0,99.85,0.03,21039,0.02,0.08,0,99.89,0.03,22562,0.01,0.09,0.02,99.86,0.03,13968,0.02,0.08,0.02,99.88,0.02,149052,0.01,0.09,0.02,99.87,0.03,260629,0.02,0.1,0,99.87,0.03,24690,0.02,0.09,0.02,99.87,0.03,227086,0.02,R1_Ribp_UVm
515,0.04,0.19,0.03,99.75,181403,0.03,0.03,0.16,0.04,99.77,230249,0.03,0.03,0.1,0.03,99.84,21573,0.02,0.02,0.17,0.03,99.78,21024,0.03,0.02,0.09,0.03,99.86,22542,0.02,0.05,0.16,0.03,99.76,13943,0.03,0.03,0.19,0.03,99.74,149019,0.03,0.03,0.17,0.03,99.78,260548,0.02,0.01,0.07,0.02,99.89,24668,0.01,0.03,0.16,0.03,99.79,227016,0.02,R1_Ribp_UVm
516,0.16,0.1,99.71,0.03,181350,0.03,0.14,0.1,99.72,0.04,230188,0.03,0.09,0.02,99.87,0.02,21557,0.02,0.05,0,99.94,0,21012,0.01,0.05,0,99.91,0.03,22514,0.01,0.06,0.01,99.91,0.02,13924,0.01,0.16,0.11,99.68,0.05,148999,0.04,0.13,0.1,99.73,0.04,260470,0.03,0.14,0.01,99.84,0.01,24656,0.02,0.15,0.1,99.71,0.04,226980,0.03,R1_Ribp_UVm
517,0.06,0.23,0.03,99.69,181284,0.03,0.04,0.17,0.03,99.76,230117,0.03,0.02,0.13,0.02,99.83,21530,0.02,0.04,0.18,0.04,99.75,20986,0.03,0.05,0.13,0.02,99.8,22489,0.02,0.01,0.19,0.04,99.76,13905,0.03,0.04,0.24,0.04,99.69,148966,0.03,0.05,0.16,0.03,99.77,260371,0.03,0.02,0.11,0.03,99.84,24617,0.02,0.04,0.16,0.05,99.75,226920,0.03,R1_Ribp_UVm
518,0.11,99.63,0.07,0.19,181257,0.04,0.12,99.69,0.05,0.14,230076,0.03,0.07,99.86,0.01,0.06,21518,0.02,0.09,99.79,0.01,0.1,20968,0.02,0.06,99.8,0.01,0.12,22478,0.02,0.04,99.86,0.01,0.09,13891,0.02,0.13,99.62,0.06,0.18,148940,0.04,0.12,99.67,0.05,0.16,260316,0.04,0.06,99.81,0.02,0.11,24608,0.02,0.12,99.67,0.05,0.16,226883,0.04,R1_Ribp_UVm
519,0.17,0.02,99.78,0.02,181231,0.02,0.1,0.02,99.86,0.02,230048,0.02,0.1,0.01,99.87,0.02,21510,0.02,0.18,0.02,99.74,0.07,20954,0.03,0.12,0.01,99.86,0.02,22463,0.02,0.12,0.03,99.84,0.01,13883,0.02,0.15,0.02,99.82,0.02,148928,0.02,0.14,0.01,99.83,0.02,260275,0.02,0.09,0.03,99.86,0.02,24601,0.02,0.13,0.02,99.82,0.02,226863,0.02,R1_Ribp_UVm
520,0.04,0.13,0.02,99.81,181186,0.02,0.04,0.08,0.02,99.86,230026,0.02,0.03,0.1,0.01,99.86,21496,0.02,0.03,0.09,0.03,99.85,20943,0.02,0,0.09,0.02,99.88,22446,0.01,0.01,0.09,0.02,99.88,13868,0.01,0.04,0.12,0.03,99.81,148893,0.02,0.04,0.09,0.02,99.85,260211,0.02,0.02,0.08,0.02,99.89,24578,0.01,0.04,0.1,0.02,99.83,226816,0.02,R1_Ribp_UVm
521,99.69,0.1,0.15,0.06,181149,0.03,99.74,0.09,0.13,0.04,229997,0.03,99.93,0.02,0.05,0,21486,0.01,99.92,0,0.07,0.01,20925,0.01,99.93,0.01,0.06,0,22437,0.01,99.93,0.01,0.06,0,13861,0.01,99.71,0.1,0.15,0.05,148875,0.03,99.72,0.1,0.13,0.04,260162,0.03,99.95,0,0.04,0.01,24560,0.01,99.71,0.1,0.14,0.05,226790,0.03,R1_Ribp_UVm
522,99.77,0.02,0.19,0.01,181112,0.02,99.86,0.01,0.12,0.01,229972,0.02,99.93,0.03,0.02,0.02,21474,0.01,99.83,0.01,0.15,0.01,20915,0.02,99.85,0.02,0.12,0,22416,0.02,99.91,0.01,0.06,0.02,13853,0.01,99.83,0.01,0.14,0.01,148862,0.02,99.86,0.01,0.11,0.01,260113,0.02,99.86,0.02,0.11,0.02,24550,0.02,99.85,0.01,0.12,0.02,226766,0.02,R1_Ribp_UVm
523,0.06,99.7,0.01,0.23,181061,0.03,0.06,99.79,0.01,0.14,229931,0.02,0.04,99.78,0.02,0.15,21461,0.03,0.05,99.74,0,0.21,20891,0.03,0.01,99.8,0,0.18,22390,0.02,0.02,99.85,0.01,0.12,13848,0.02,0.06,99.78,0.01,0.15,148834,0.03,0.06,99.55,0.01,0.39,260028,0.04,0.03,99.76,0,0.21,24516,0.03,0.06,99.71,0.01,0.22,226706,0.03,R1_Ribp_UVm
524,0.16,0.01,99.79,0.04,181018,0.02,0.11,0.01,99.86,0.02,229875,0.02,0.15,0.02,99.83,0,21429,0.02,0.13,0,99.82,0.04,20863,0.02,0.14,0,99.81,0.04,22362,0.02,0.22,0.03,99.71,0.04,13820,0.03,0.14,0.02,99.82,0.02,148811,0.02,0.13,0.01,99.84,0.03,259939,0.02,0.13,0.02,99.83,0.02,24485,0.02,0.13,0.02,99.83,0.02,226665,0.02,R1_Ribp_UVm
525,0.14,0.02,99.8,0.03,180985,0.02,0.12,0.03,99.83,0.02,229837,0.02,0.12,0.03,99.83,0.01,21419,0.02,0.16,0.02,99.81,0.01,20841,0.02,0.09,0.02,99.89,0.01,22336,0.01,0.09,0.02,99.88,0.01,13812,0.01,0.13,0.02,99.82,0.03,148790,0.02,0.13,0.02,99.83,0.02,259897,0.02,0.09,0.01,99.89,0.01,24463,0.01,0.14,0.02,99.81,0.03,226624,0.02,R1_Ribp_UVm
526,0.17,0.01,99.8,0.02,180935,0.02,0.09,0.01,99.88,0.01,229807,0.01,0.07,0.01,99.9,0.01,21412,0.01,0.11,0.01,99.85,0.02,20827,0.02,0.11,0.01,99.84,0.03,22316,0.02,0.05,0,99.93,0.01,13799,0.01,0.12,0.01,99.85,0.01,148766,0.02,0.12,0.02,99.85,0.02,259833,0.02,0.08,0.02,99.88,0.02,24454,0.02,0.1,0.02,99.86,0.02,226581,0.02,R1_Ribp_UVm
527,0.12,99.31,0.02,0.54,180900,0.07,0.13,99.44,0.02,0.42,229772,0.06,0.06,99.47,0.02,0.46,21409,0.05,0.06,99.41,0.02,0.51,20820,0.06,0.07,99.58,0,0.35,22301,0.04,0.1,99.58,0.02,0.3,13787,0.04,0.14,99.7,0.02,0.15,148738,0.03,0.13,99.75,0.02,0.1,259754,0.03,0.05,99.75,0.01,0.2,24439,0.03,0.13,99.68,0.02,0.17,226531,0.04,R1_Ribp_UVm
528,99.62,0.08,0.24,0.07,180861,0.04,99.72,0.06,0.16,0.06,229728,0.03,99.89,0.01,0.09,0,21393,0.01,99.86,0,0.11,0.03,20803,0.02,99.91,0,0.07,0.01,22274,0.01,99.82,0.03,0.15,0.01,13776,0.02,99.73,0.06,0.16,0.05,148716,0.03,99.73,0.05,0.17,0.05,259699,0.03,99.89,0.01,0.1,0,24416,0.01,99.71,0.05,0.17,0.07,226504,0.03,R1_Ribp_UVm
529,99.68,0.04,0.23,0.05,180828,0.04,99.69,0.05,0.22,0.04,229688,0.03,99.81,0.04,0.15,0,21386,0.02,99.82,0.05,0.12,0.02,20797,0.02,99.85,0.05,0.09,0.01,22261,0.02,99.78,0.07,0.13,0.02,13771,0.03,99.67,0.07,0.21,0.05,148696,0.04,99.75,0.05,0.16,0.04,259658,0.03,99.82,0.03,0.11,0.05,24404,0.02,99.73,0.06,0.17,0.04,226479,0.03,R1_Ribp_UVm
530,0.06,99.65,0.01,0.28,180801,0.04,0.07,99.87,0.01,0.05,229657,0.02,0.04,99.85,0.01,0.1,21372,0.02,0.03,99.89,0.01,0.06,20790,0.01,0.04,99.9,0.01,0.05,22240,0.01,0.07,99.86,0.01,0.07,13761,0.02,0.07,99.86,0.01,0.07,148679,0.02,0.07,99.86,0.02,0.05,259604,0.02,0.02,99.91,0.01,0.06,24390,0.01,0.06,99.88,0.01,0.05,226439,0.02,R1_Ribp_UVm
531,0.07,0.21,0.04,99.68,180761,0.03,0.06,0.15,0.04,99.75,229618,0.03,0.03,0.09,0.02,99.85,21365,0.02,0.05,0.11,0.07,99.76,20773,0.03,0.05,0.1,0.04,99.8,22225,0.02,0.04,0.15,0.04,99.77,13751,0.03,0.05,0.19,0.03,99.73,148654,0.03,0.05,0.15,0.04,99.76,259557,0.03,0.05,0.14,0.02,99.8,24374,0.02,0.07,0.16,0.04,99.73,226405,0.03,R1_Ribp_UVm
532,0.09,99.67,0.01,0.23,180729,0.04,0.09,99.86,0.02,0.04,229579,0.02,0.05,99.9,0.01,0.04,21343,0.01,0.07,99.87,0.01,0.06,20754,0.02,0.09,99.86,0.02,0.04,22210,0.02,0.05,99.88,0.01,0.05,13731,0.01,0.11,99.82,0.02,0.06,148627,0.02,0.09,99.83,0.02,0.06,259500,0.02,0.02,99.91,0,0.07,24358,0.01,0.1,99.81,0.02,0.07,226368,0.02,R1_Ribp_UVm
533,0.13,0.34,0.05,99.49,180700,0.05,0.11,0.23,0.04,99.62,229557,0.04,0.01,0.09,0.02,99.88,21328,0.01,0.05,0.18,0.03,99.74,20745,0.03,0.05,0.17,0,99.77,22190,0.03,0.03,0.17,0.03,99.77,13721,0.03,0.11,0.27,0.05,99.58,148612,0.04,0.11,0.24,0.04,99.61,259454,0.04,0.02,0.16,0.02,99.8,24349,0.02,0.12,0.21,0.05,99.62,226351,0.04,R1_Ribp_UVm
534,0.13,0.01,99.83,0.02,180686,0.02,0.08,0.01,99.88,0.02,229536,0.01,0.08,0,99.91,0.01,21328,0.01,0.09,0.01,99.88,0.02,20737,0.01,0.12,0.01,99.86,0.01,22181,0.02,0.14,0.01,99.82,0.03,13715,0.02,0.11,0.01,99.84,0.03,148602,0.02,0.1,0.01,99.87,0.02,259418,0.02,0.1,0,99.88,0.02,24338,0.01,0.11,0.02,99.86,0.02,226336,0.02,R1_Ribp_UVm
535,0.11,99.72,0.02,0.15,180661,0.03,0.12,99.77,0.02,0.08,229499,0.03,0.03,99.81,0.01,0.15,21316,0.02,0.08,99.83,0.01,0.09,20723,0.02,0.05,99.81,0.02,0.12,22162,0.02,0.07,99.77,0.04,0.12,13708,0.03,0.12,99.76,0.02,0.09,148583,0.03,0.1,99.79,0.02,0.09,259372,0.02,0.04,99.8,0.02,0.13,24324,0.02,0.1,99.77,0.02,0.11,226301,0.03,R1_Ribp_UVm
536,99.73,0.01,0.23,0.03,180633,0.03,99.73,0.01,0.25,0.01,229479,0.03,99.77,0.02,0.2,0.02,21311,0.03,99.79,0,0.19,0.01,20716,0.02,99.88,0.01,0.09,0.02,22158,0.01,99.82,0,0.15,0.03,13697,0.02,99.77,0.01,0.2,0.02,148567,0.02,99.82,0.01,0.16,0.01,259349,0.02,99.8,0.02,0.14,0.03,24304,0.02,99.79,0.01,0.18,0.02,226275,0.02,R1_Ribp_UVm
537,0.19,0.01,99.79,0.02,180605,0.02,0.07,0.01,99.91,0.01,229455,0.01,0.06,0,99.94,0,21306,0.01,0.07,0,99.91,0.02,20713,0.01,0.08,0,99.9,0.02,22141,0.01,0.16,0.01,99.82,0,13684,0.02,0.11,0.01,99.87,0.01,148553,0.01,0.09,0.01,99.89,0.01,259301,0.01,0.09,0,99.9,0.01,24298,0.01,0.09,0.01,99.88,0.02,226251,0.01,R1_Ribp_UVm
538,0.1,99.75,0.02,0.13,180567,0.03,0.13,99.77,0.02,0.09,229413,0.03,0.05,99.85,0.03,0.07,21292,0.02,0.05,99.71,0.01,0.22,20710,0.03,0.05,99.83,0.01,0.11,22129,0.02,0.07,99.78,0.01,0.13,13679,0.03,0.11,99.76,0.03,0.1,148502,0.03,0.11,99.77,0.02,0.1,259228,0.03,0.05,99.82,0.01,0.12,24272,0.02,0.13,99.75,0.02,0.11,226177,0.03,R1_Ribp_UVm
539,0.22,0.02,99.74,0.02,180540,0.03,0.17,0.01,99.79,0.03,229380,0.02,0.09,0,99.9,0.01,21280,0.01,0.19,0,99.74,0.06,20698,0.03,0.14,0,99.81,0.05,22113,0.02,0.22,0.01,99.73,0.04,13666,0.03,0.21,0.02,99.75,0.03,148497,0.03,0.18,0.02,99.77,0.02,259177,0.03,0.14,0.02,99.79,0.05,24256,0.02,0.19,0.02,99.76,0.02,226144,0.03,R1_Ribp_UVm
540,0.17,0.02,99.79,0.02,180507,0.02,0.14,0.02,99.82,0.02,229356,0.02,0.07,0.01,99.89,0.03,21278,0.01,0.13,0.07,99.8,0,20692,0.02,0.08,0.05,99.86,0.01,22104,0.02,0.18,0.05,99.75,0.01,13652,0.03,0.15,0.03,99.79,0.02,148487,0.02,0.16,0.02,99.8,0.02,259138,0.02,0.09,0.06,99.85,0,24249,0.02,0.18,0.02,99.77,0.02,226125,0.03,R1_Ribp_UVm
541,99.77,0.02,0.17,0.04,180471,0.03,99.82,0.02,0.14,0.02,229316,0.02,99.91,0,0.07,0.02,21269,0.01,99.75,0.01,0.14,0.09,20695,0.03,99.86,0.01,0.07,0.05,22085,0.02,99.82,0,0.12,0.07,13642,0.02,99.8,0.01,0.16,0.03,148470,0.02,99.81,0.01,0.14,0.04,259087,0.02,99.88,0,0.07,0.05,24237,0.02,99.82,0.02,0.13,0.03,226097,0.02,R1_Ribp_UVm
542,99.52,0.09,0.3,0.09,180446,0.05,99.58,0.09,0.25,0.08,229265,0.04,99.77,0.03,0.16,0.03,21266,0.03,99.65,0.02,0.26,0.07,20691,0.04,99.76,0.01,0.15,0.08,22081,0.03,99.71,0.04,0.18,0.07,13639,0.03,99.59,0.08,0.25,0.08,148451,0.04,99.59,0.09,0.23,0.09,259042,0.04,99.72,0.03,0.18,0.07,24230,0.03,99.58,0.08,0.25,0.08,226050,0.04,R1_Ribp_UVm
543,0.07,99.84,0.01,0.08,180432,0.02,0.08,99.86,0.01,0.04,229241,0.02,0.04,99.9,0.01,0.05,21264,0.01,0.03,99.86,0.01,0.1,20694,0.02,0.03,99.9,0.02,0.05,22074,0.01,0.04,99.87,0,0.09,13638,0.02,0.08,99.84,0.01,0.07,148429,0.02,0.08,99.86,0.02,0.05,258991,0.02,0.04,99.88,0,0.07,24218,0.01,0.09,99.83,0.02,0.06,226001,0.02,R1_Ribp_UVm
544,0.12,99.73,0.02,0.12,180407,0.03,0.1,99.81,0.01,0.07,229188,0.02,0.06,99.9,0,0.04,21259,0.01,0.07,99.74,0.02,0.17,20678,0.03,0.06,99.82,0.02,0.09,22061,0.02,0.1,99.77,0,0.12,13639,0.03,0.11,99.76,0.02,0.11,148404,0.03,0.1,99.8,0.01,0.09,258895,0.02,0.06,99.74,0.02,0.18,24213,0.03,0.1,99.79,0.01,0.1,225919,0.02,R1_Ribp_UVm
545,0.18,0.01,99.79,0.02,180363,0.02,0.12,0.01,99.84,0.02,229143,0.02,0.06,0.01,99.92,0,21246,0.01,0.18,0.01,99.81,0,20670,0.02,0.15,0,99.83,0.02,22054,0.02,0.12,0.01,99.83,0.04,13635,0.02,0.18,0.02,99.78,0.03,148391,0.03,0.15,0.02,99.8,0.03,258843,0.02,0.18,0.01,99.79,0.02,24208,0.02,0.17,0.02,99.78,0.03,225870,0.03,R1_Ribp_UVm
546,99.77,0.01,0.17,0.05,180352,0.03,99.8,0.02,0.15,0.03,229120,0.02,99.83,0.02,0.11,0.04,21241,0.02,99.78,0.02,0.13,0.07,20668,0.03,99.78,0.01,0.13,0.08,22050,0.03,99.87,0.02,0.08,0.03,13632,0.02,99.81,0.01,0.15,0.04,148373,0.02,99.83,0.02,0.12,0.03,258799,0.02,99.83,0,0.12,0.05,24192,0.02,99.83,0.02,0.12,0.04,225824,0.02,R1_Ribp_UVm
547,0.14,99.75,0.02,0.09,180336,0.03,0.14,99.8,0.01,0.05,229086,0.02,0.06,99.89,0,0.05,21238,0.01,0.08,99.82,0.01,0.1,20662,0.02,0.06,99.87,0.01,0.06,22043,0.02,0.1,99.8,0.01,0.08,13631,0.02,0.15,99.79,0.01,0.05,148350,0.02,0.13,99.8,0.02,0.05,258758,0.02,0.06,99.87,0.01,0.07,24195,0.02,0.13,99.8,0.02,0.05,225764,0.02,R1_Ribp_UVm
548,0.1,0.07,0.02,99.81,180150,0.02,0.13,0.04,0.03,99.8,228788,0.02,0.08,0.01,0.01,99.9,21233,0.01,0.23,0.05,0.02,99.7,20692,0.03,0.1,0.03,0.02,99.85,22059,0.02,0.2,0.04,0,99.76,13657,0.03,0.12,0.04,0.03,99.81,148339,0.02,0.1,0.05,0.02,99.82,258671,0.02,0.19,0.03,0.02,99.76,24222,0.03,0.12,0.05,0.03,99.8,225639,0.02,R1_Ribp_UVm
549,99.76,0.07,0.08,0.09,332636,0.03,99.73,0.07,0.1,0.1,572494,0.03,99.91,0.04,0.02,0.04,156845,0.01,99.88,0.05,0.02,0.06,221435,0.02,99.91,0.04,0.01,0.04,188579,0.01,99.88,0.05,0.01,0.06,160697,0.01,99.74,0.07,0.1,0.1,387054,0.03,99.75,0.07,0.08,0.1,594141,0.03,99.9,0.04,0.01,0.04,213766,0.01,99.76,0.06,0.08,0.1,537684,0.03,R1_Ribp_UVm
550,0.34,99.6,0.01,0.04,344844,0.04,0.33,99.6,0.02,0.04,594897,0.04,0.43,99.54,0.01,0.02,165955,0.04,0.3,99.66,0.01,0.03,234640,0.04,0.38,99.58,0.01,0.03,200190,0.04,0.61,99.35,0.01,0.03,172013,0.06,0.25,99.68,0.02,0.05,402821,0.03,0.41,99.53,0.02,0.03,618663,0.05,0.58,99.38,0.01,0.03,227892,0.06,0.42,99.51,0.02,0.05,560415,0.05,R1_Ribp_UVm
551,0.22,0.34,0.02,99.42,348858,0.06,0.19,0.3,0.02,99.49,600446,0.05,0.26,0.43,0,99.31,168214,0.07,0.13,0.25,0.01,99.62,237013,0.04,0.18,0.31,0.01,99.51,202398,0.05,0.34,0.65,0.01,99.01,175130,0.09,0.13,0.21,0.02,99.64,405671,0.04,0.23,0.41,0.02,99.34,627225,0.07,0.3,0.59,0.01,99.11,231620,0.08,0.25,0.41,0.02,99.31,568658,0.07,R1_Ribp_UVm
552,0.22,0.05,0.02,99.71,349700,0.03,0.16,0.04,0.02,99.77,601801,0.03,0.22,0.05,0.01,99.73,168787,0.03,0.09,0.03,0,99.88,237414,0.01,0.13,0.03,0.01,99.83,202882,0.02,0.34,0.07,0.01,99.57,175967,0.04,0.07,0.03,0.02,99.88,406192,0.01,0.23,0.05,0.03,99.7,629161,0.03,0.27,0.06,0.01,99.66,232629,0.04,0.24,0.05,0.02,99.69,570526,0.03,R1_Ribp_UVm
553,0.02,0.32,0.07,99.59,350606,0.04,0.02,0.18,0.07,99.74,603538,0.03,0.02,0.28,0.09,99.61,169554,0.04,0.01,0.09,0.04,99.86,237790,0.02,0.01,0.11,0.04,99.84,203365,0.02,0.03,0.54,0.1,99.34,176996,0.06,0.02,0.07,0.03,99.88,406690,0.01,0.03,0.28,0.07,99.62,631405,0.04,0.02,0.37,0.07,99.54,233723,0.05,0.02,0.32,0.08,99.58,572634,0.04,R1_Ribp_UVm
554,0.18,0.18,99.49,0.15,350960,0.05,0.07,0.07,99.72,0.14,604122,0.03,0.07,0.03,99.83,0.08,169794,0.02,0.02,0.02,99.86,0.1,237911,0.02,0.03,0.03,99.83,0.12,203502,0.02,0.09,0.08,99.71,0.12,177401,0.03,0.05,0.07,99.75,0.14,406789,0.03,0.1,0.1,99.66,0.15,632231,0.04,0.05,0.04,99.81,0.1,234167,0.02,0.1,0.1,99.66,0.14,573507,0.04,R1_Ribp_UVm
555,0.25,0.13,99.49,0.12,351915,0.05,0.1,0.03,99.75,0.12,605087,0.03,0.07,0.04,99.8,0.09,170264,0.02,0.03,0.02,99.87,0.08,238323,0.02,0.04,0.03,99.81,0.12,203903,0.02,0.1,0.08,99.71,0.11,178335,0.03,0.09,0.03,99.75,0.14,407303,0.03,0.13,0.06,99.69,0.12,634387,0.04,0.07,0.04,99.8,0.1,235123,0.02,0.13,0.05,99.68,0.13,575230,0.04,R1_Ribp_UVm
